,index,-,专家意见
376,640,0,你好，美加是下跌趋势，反弹有一定的难度，初步支撑位置是1.231(2018-01-26 15:15:34)
377,643,0,你好，美日在周三跌破110.0的支撑位后，提示过短期的行情走势上方，关注110.0/110.1的阻力位，做空可以一次位防守点位进场布局。短期下方关注108。0，如需详细的图形解析，及行情分析，可以添加微信号：zsmlili1818，获取相关的学习课程和资料。(2018-01-26 13:59:09)
378,644,0,你好，建议做外汇交易还是要注意行情的趋势，若行情是明显的下跌趋势，做多面临的风险也是比较大的(2018-01-26 13:34:36)
379,645,0,你好，本周美国财政部长努钦的讲话对美元造成重创，昨日特朗普再接受采访时发表讲话，其中提到美国财政部长努钦关于美元的讲话被媒体断章取义。同时还强调，随着美国经济不断向好，最终希望看到更强势的美元。这样的言论在昨日支撑了美元，值得注意的是，这和2016年特朗普上任时提出认为美元价格过高的言论相悖，总体是来说，目前就美元兑人民币的走势上来看，没有明显的反转迹象，前期的加速下跌行情还没有缓和，如果现在持有，不妨关注6.3附近的支撑位，若弱势延续，该要离场还是要离场的。(2018-01-26 13:31:52)
380,646,1,你好，英镑预计还会有上涨机会，可以继续持有。(2018-01-26 13:23:38)
381,649,0,可以再等等，还有下跌的可能(2018-01-26 13:10:48)
382,650,1,你好，镑日的趋势还是上涨的，走势上继续看涨，短期下方关注153.8的支撑位，上方关注156.4的阻力位。(2018-01-26 13:08:27)
383,651,0,你好，澳元后市还有下跌机会，不急用可以考虑再等等，大家下午好，我是分析师周筱冰，今天下午由我为大家做外汇行情的分析和指导。(2018-01-26 13:07:16)
384,653,0,你好，美瑞大趋势看还是偏空走势，上方阻力可重点关注0.9460，守住阻力位偏空布局，当前处于0.94整数位，在没有站稳前不考虑多单。(2018-01-26 11:42:26)
385,656,0,你好，人民币兑英镑呈偏空震荡，可以当前兑换一些，用的时候再兑换。(2018-01-26 11:54:26)
386,659,1,你好，当前暂时不进，在1.4200附近有阻力，若能站稳1.4230可以轻仓短多，一般止损在30个点左右，短期不排除会有震荡需求。(2018-01-26 11:07:30)
387,660,1,你好，个人觉得白银后期还有一定上行空间，可以中长线布局。(2018-01-26 12:00:58)
388,662,1,你好，昨日纽约时段，特朗普接受采访时表示，随着美国经济不断向好，最终希望看到更强势的美元；该讲话助美元指数短线反弹逾百点，近期重点关注美指动向，在昨日创的88.43的新低后在特朗普的助力下，美指出现反弹，触及89.5的阻力位，日内先关注美指能否再次录得新低，有机会再创新低则会延续空头趋势。 (2018-01-26 11:35:18)
389,665,1,你好，个人比较看好白银后期涨势，首先在美国贸易上，打响了贸易战，预计会引发避险需求，将会利好白银，然后在政治危机上特朗普就任的半年来，美元指数就不断下跌，军事冲突、通俄门、医改受阻等事件都对银价形成较大利好；最后两党分歧犹存，美政府面临再关门的风险，将会进一步助力白银。后期跟进分析可详细了解。(2018-01-26 10:21:42)
390,667,1,你好，黄金进场的多单先看1355，日内暂时短线操作，逢高减仓，后续还需关注美指动向。(2018-01-26 09:37:43)
391,668,1,你好，昨日纽约时段，特朗普接受采访时表示，随着美国经济不断向好，最终希望看到更强势的美元；该讲话助美元指数短线反弹逾百点，近期重点关注美指动向，在昨日创的88.43的新低后在特朗普的助力下，美指出现反弹，触及89.5的阻力位，日内先关注美指能否再次录得新低，暂时不过多看涨或是看空。(2018-01-26 09:33:27)
392,669,1,大家早上好，很高兴今天为大家解析外汇行情的走势；昨日纽约时段，特朗普接受采访时表示，随着美国经济不断向好，最终希望看到更强势的美元；该讲话打消了市场对于美国政府倾向美元继续贬值的猜测，助美元指数短线反弹逾百点，其他各主要货币对均走出百点以上的跌幅。近期重点关注美指动向，一方面是美指昨日创的88.43的新低后在特朗普的助力下，美指出现反弹，触及89.5的阻力位，日内先关注美指能否再次录得新低，暂时不过多看涨或是看空，另一方面根据美指结合各国经济分析其他货币的走势，后期更多分析可咨询微信jingzhe1688，了解更多资讯和交易技巧。(2018-01-26 09:07:02)
393,670,0,你好，澳美昨日创新高后，高位震荡，不过未能有效突破欧盘时刻的高点，凌晨的特朗普的助力下，大幅回落，日内关注10日均线0.8的支撑位，日内回调底部暂时看0.8，从大趋势看在上年9月份的高点也在此位置，若后期能够突破预计将会打开进一步的上行空间，否则会有一定较大的回调，强支撑在0.7890、0.7800附近。(2018-01-26 09:15:08)
394,671,1,你好，磅美近期偏于强势，不过受凌晨特朗普的评论发表后，利多美元，利空非美货币，近期可关注美指的低点能否出现新低，一旦出现新低，后期趋势还是空头，日内建议企稳后布局，要不然不盲目进场。(2018-01-26 08:48:30)
395,673,1,"你好，欧美回调首先关注1.2450区域。今日晚间外汇交流指导到此结束，如需更多外汇技术指导，可添加微信号yishuang656,进行详细咨询。(2018-01-25 22:30:23)"
396,674,1,你好，镑美短线还是可以采取做多策略，但不建议采取追单进场。(2018-01-25 22:11:48)
397,676,1,"你好，如果要考虑布局长线多单不建议在这个位置进场。如需更多外汇技术指导，可添加微信号yishuang656,进行详细咨询。(2018-01-25 22:09:45)"
